id,FALSE,TRUE,half-true,barely-true,pants-fire,mostly-true
13128.json,0.16953944,0.15929826,0.19201685,0.16367036,0.14180216,0.17367294
11050.json,0.17180438,0.15730323,0.18682252,0.16278979,0.14987957,0.17140053
7195.json,0.16567643,0.15696761,0.2008655,0.16575494,0.13760349,0.17313203
13047.json,0.17031941,0.14953433,0.18799505,0.17466351,0.139436,0.17805181
2560.json,0.17233069,0.155554,0.19153354,0.16778214,0.14798737,0.16481228
8463.json,0.16962872,0.16409309,0.18296434,0.17221545,0.14784914,0.16324934
3458.json,0.17070568,0.15908001,0.20199592,0.16880333,0.13149129,0.16792376
8352.json,0.1700623,0.16090398,0.17978194,0.16473284,0.15740778,0.1671112
11847.json,0.1697482,0.15829122,0.19537164,0.16118287,0.13958094,0.17582515
8170.json,0.17154628,0.16316533,0.18091068,0.16884325,0.14850612,0.16702837
10293.json,0.1693217,0.16285186,0.19080834,0.1653809,0.14780742,0.16382982
5314.json,0.1664986,0.1609154,0.19851536,0.16546242,0.13651486,0.17209333
2625.json,0.1755701,0.15926349,0.19207811,0.16596355,0.13948953,0.16763528
12749.json,0.16916424,0.15767844,0.18336749,0.170134,0.1463009,0.17335491
6905.json,0.162327,0.15231578,0.19567756,0.17363995,0.1390263,0.17701346
10672.json,0.16766557,0.15874653,0.19348349,0.16804394,0.13497376,0.17708667
2217.json,0.16161536,0.1628406,0.19301422,0.16569588,0.14158183,0.1752521
10232.json,0.16727827,0.15794793,0.19391087,0.17308842,0.13681212,0.17096254
7230.json,0.17751089,0.16185823,0.18965809,0.15975875,0.14020273,0.17101131
4993.json,0.17110562,0.16269986,0.18257643,0.17403156,0.14740174,0.1621848
794.json,0.17362976,0.16182879,0.18480131,0.17171897,0.13549303,0.17252827
12011.json,0.16944432,0.14301692,0.19064698,0.17253365,0.1467919,0.17756623
8946.json,0.17720161,0.15832742,0.19304153,0.16901146,0.13690566,0.16551232
3508.json,0.16561842,0.15369073,0.2028064,0.1719539,0.13585635,0.17007427
3306.json,0.16757794,0.15799323,0.20346014,0.1664545,0.13519838,0.16931586
1189.json,0.1635588,0.16022728,0.20420653,0.15997538,0.14134717,0.17068478
9107.json,0.16585997,0.16131704,0.19428325,0.16479397,0.1422328,0.17151298
809.json,0.17429042,0.15364504,0.21597488,0.16143845,0.13123879,0.16341239
171.json,0.16689804,0.16012219,0.1764437,0.16650692,0.15537307,0.17465614
1739.json,0.17335834,0.15749326,0.17952806,0.16857623,0.15282404,0.16822006
9047.json,0.17592557,0.1491749,0.1986678,0.1736007,0.1378106,0.16482043
7685.json,0.17072171,0.15424486,0.19834794,0.17132084,0.13767177,0.16769291
13490.json,0.16422077,0.1559064,0.19670595,0.16624609,0.13657504,0.18034577
10962.json,0.16170621,0.14910638,0.19105518,0.17390175,0.13975336,0.1844771
7845.json,0.1693272,0.15197946,0.20106585,0.16700336,0.14118175,0.16944239
10388.json,0.17720579,0.15487158,0.18506056,0.1767631,0.14080562,0.16529335
180.json,0.16664031,0.16790898,0.18872419,0.15562072,0.14825827,0.17284758
781.json,0.16330746,0.15953937,0.17762354,0.16952534,0.14660214,0.18340209
12627.json,0.16852975,0.15943632,0.19811344,0.1634945,0.14176042,0.16866562
2594.json,0.16710845,0.1644311,0.18205659,0.1666972,0.15017599,0.16953062
7543.json,0.16757308,0.16041438,0.19156738,0.16560072,0.14016207,0.17468245
7073.json,0.17530735,0.15719661,0.18605097,0.16521882,0.14794637,0.16827984
12195.json,0.16992417,0.16010225,0.17834824,0.16501884,0.15534896,0.1712576
13190.json,0.17383322,0.15364796,0.20393498,0.1657199,0.14140357,0.16146033
7447.json,0.1731337,0.15920715,0.18167862,0.16725862,0.1472312,0.17149061
9472.json,0.17009553,0.15848832,0.19229004,0.16617876,0.13681102,0.17613643
12368.json,0.17245479,0.15936793,0.19018571,0.16389811,0.14151567,0.1725778
5788.json,0.16659975,0.16432738,0.2015886,0.16585146,0.1355064,0.16612644
6665.json,0.17147903,0.16011392,0.18233044,0.16944034,0.15048218,0.16615413
10858.json,0.16585095,0.14853705,0.19756258,0.16230002,0.15503153,0.17071787
3522.json,0.16974704,0.15741912,0.17153586,0.16703813,0.159741,0.17451891
6469.json,0.16776091,0.15550776,0.19150159,0.17366745,0.14016666,0.17139569
13502.json,0.17156526,0.16018182,0.18581975,0.16596419,0.15001723,0.1664517
9834.json,0.16538972,0.16497497,0.19795841,0.16107018,0.13121231,0.17939444
7991.json,0.17272705,0.16582704,0.17810373,0.166193,0.14376204,0.17338721
7994.json,0.15997913,0.1549618,0.18950371,0.16541451,0.15045102,0.1796898
10846.json,0.17043483,0.1626292,0.17528765,0.16436611,0.15653229,0.17074992
8830.json,0.16993211,0.15005924,0.21336576,0.1665704,0.13903724,0.16103527
6033.json,0.16995081,0.15599772,0.21363519,0.16468264,0.1281187,0.167615
700.json,0.16804728,0.1593009,0.18500857,0.16307315,0.1510861,0.17348401
12214.json,0.17608547,0.15772516,0.18951252,0.16406758,0.1396631,0.17294613
11661.json,0.16998173,0.15556915,0.19375823,0.16505979,0.15062875,0.16500229
8986.json,0.17588635,0.16352966,0.19359528,0.16376883,0.14182813,0.16139174
6922.json,0.17369133,0.1432991,0.19561727,0.17137884,0.14373718,0.17227621
2738.json,0.16675101,0.16020347,0.1725146,0.16982602,0.16013587,0.1705691
7416.json,0.16661543,0.16291754,0.17253907,0.1686381,0.1550027,0.17428724
9101.json,0.16714986,0.15870424,0.19557445,0.17159748,0.13495643,0.17201756
2494.json,0.16781203,0.1615793,0.19520521,0.1646553,0.14177643,0.16897166
553.json,0.16613619,0.16777648,0.1705288,0.16666104,0.15877652,0.17012106
574.json,0.16838215,0.16428022,0.17337939,0.16743135,0.15686724,0.16965972
1262.json,0.16407913,0.16531761,0.19240019,0.1631926,0.13807227,0.17693815
9900.json,0.16936746,0.15480445,0.19555771,0.16503653,0.14213242,0.17310145
1677.json,0.17344964,0.15908404,0.19400778,0.16392219,0.14492777,0.1646086
575.json,0.16971639,0.16149645,0.1730873,0.16692048,0.1573852,0.1713942
447.json,0.17385356,0.16123024,0.18458776,0.16837665,0.14773971,0.16421211
13049.json,0.16818307,0.16365632,0.19414333,0.159611,0.13544956,0.17895673
12168.json,0.1648864,0.1569287,0.20019639,0.1661051,0.14144331,0.1704401
11308.json,0.16903901,0.16382186,0.20140307,0.16382478,0.1313486,0.17056267
11212.json,0.16403481,0.162022,0.19552661,0.16414979,0.14301644,0.17125028
3697.json,0.17055291,0.14932142,0.20685785,0.17449547,0.1274716,0.17130071
12770.json,0.17262538,0.1577089,0.18363136,0.16993816,0.14808962,0.16800666
11955.json,0.17480356,0.1431115,0.20630413,0.1669319,0.13703516,0.17181382
13423.json,0.16908205,0.16439998,0.17313164,0.16549005,0.15921655,0.16867971
3087.json,0.16282701,0.15989514,0.21365622,0.16933368,0.1277885,0.1664994
3046.json,0.17017625,0.15982734,0.18546101,0.17076042,0.14300421,0.17077075
12203.json,0.16998757,0.15917456,0.19141279,0.16710906,0.14689656,0.16541953
12734.json,0.16883966,0.15455395,0.19586097,0.16579394,0.14306289,0.17188852
1515.json,0.16513696,0.1578996,0.20186508,0.16792138,0.13248546,0.17469162
9553.json,0.16828932,0.16196282,0.17804429,0.16784668,0.15354323,0.17031375
8557.json,0.16739349,0.16887508,0.17527816,0.16557406,0.15071931,0.17215988
4194.json,0.16737854,0.16338617,0.17470904,0.16497745,0.15915819,0.17039071
13487.json,0.1712032,0.16396527,0.20051047,0.16343789,0.13198239,0.16890086
11184.json,0.18239285,0.1549855,0.20224966,0.16147074,0.14658815,0.15231308
12221.json,0.16939613,0.15649194,0.20153375,0.16933943,0.13517931,0.16805944
3460.json,0.16405334,0.14597668,0.20717171,0.17112203,0.13341483,0.1782614
7529.json,0.16650444,0.16782679,0.1753068,0.16454431,0.15330574,0.17251185
10717.json,0.1638198,0.16218935,0.17716376,0.16626388,0.16020826,0.17035492
4714.json,0.16851573,0.16169505,0.20150067,0.16512999,0.13158825,0.17157035
4017.json,0.16775092,0.15426758,0.19836207,0.16623905,0.14342315,0.16995724
9256.json,0.16669273,0.16692066,0.19543828,0.15503977,0.14016299,0.17574564
6006.json,0.1718363,0.15545909,0.17434798,0.16786498,0.15621902,0.17427264
6197.json,0.17013595,0.1532949,0.1897635,0.1625862,0.14933395,0.17488547
1187.json,0.16825745,0.16672935,0.17313293,0.16400756,0.15838905,0.1694837
8104.json,0.17524853,0.14787397,0.19537483,0.1684133,0.13667598,0.17641337
1556.json,0.16914643,0.15994774,0.18784599,0.16250606,0.14719047,0.17336336
7970.json,0.16743499,0.15772702,0.20530394,0.1605636,0.13362047,0.17535001
12487.json,0.16623019,0.15598646,0.19345534,0.16823141,0.13791275,0.17818381
1310.json,0.16910061,0.1597291,0.19074531,0.16039212,0.14935555,0.17067733
6163.json,0.16996022,0.1646873,0.17762864,0.166417,0.15094508,0.1703618
7819.json,0.16230862,0.16158226,0.19610102,0.16783768,0.14082435,0.17134602
814.json,0.1637413,0.1606768,0.18925819,0.1670822,0.1423356,0.17690584
8486.json,0.16601169,0.16299476,0.19153817,0.1624663,0.1394862,0.17750292
12141.json,0.1668759,0.15707456,0.19406253,0.16619177,0.14100346,0.17479181
3257.json,0.16140985,0.15271376,0.18718188,0.1674153,0.14974216,0.18153712
3330.json,0.16879326,0.15992409,0.17738473,0.16890338,0.15566175,0.1693328
6436.json,0.16891725,0.15970726,0.19615981,0.1626372,0.14165215,0.17092642
70.json,0.1656926,0.16183779,0.19119962,0.16430564,0.13958345,0.17738093
10140.json,0.16616672,0.15986115,0.20082681,0.16780822,0.13370372,0.17163336
1120.json,0.16811511,0.15809503,0.18829277,0.1677653,0.14456506,0.1731667
8595.json,0.16961543,0.16167614,0.1837484,0.17257196,0.14847621,0.16391198
4885.json,0.16870685,0.16034755,0.1884598,0.16703776,0.143441,0.17200704
11917.json,0.17931932,0.15413779,0.19786443,0.17611156,0.13621327,0.15635362
10773.json,0.16653126,0.16133139,0.19004945,0.16691105,0.1430641,0.17211284
4718.json,0.16899341,0.15911691,0.18819828,0.16964644,0.14390972,0.1701352
6616.json,0.17804691,0.15957335,0.20070451,0.1620417,0.13112386,0.16850966
3284.json,0.17670183,0.15444759,0.19409783,0.17095676,0.13532652,0.16846943
2290.json,0.17185892,0.16079572,0.18710308,0.17199378,0.13978933,0.1684591
10978.json,0.16719864,0.15309262,0.20020942,0.16900222,0.13214613,0.17835099
8764.json,0.16859145,0.16080092,0.17681925,0.16707309,0.15620427,0.170511
2203.json,0.16495395,0.14131013,0.20212643,0.17915027,0.13298716,0.17947216
7118.json,0.15860227,0.16275522,0.19817932,0.16088188,0.14321227,0.17636901
7164.json,0.16960636,0.16440953,0.17147936,0.16469383,0.15807636,0.17173459
4208.json,0.17090861,0.15593092,0.19808443,0.16446659,0.13951801,0.17109132
714.json,0.16971755,0.16117465,0.17797829,0.16583535,0.15602307,0.16927113
13437.json,0.1766146,0.15359378,0.20301463,0.16271643,0.13340631,0.17065427
6401.json,0.16643462,0.16263309,0.17489561,0.16860329,0.15640979,0.17102356
5251.json,0.16855496,0.15735328,0.17541191,0.16811672,0.15889347,0.17166966
378.json,0.16990599,0.15782574,0.17882468,0.16741113,0.14985208,0.17618032
5095.json,0.17433937,0.1570115,0.18245725,0.16106026,0.15420951,0.17092215
11000.json,0.16832437,0.16702512,0.17798664,0.16797432,0.14665158,0.17203797
3741.json,0.1719221,0.16291542,0.19599696,0.15871319,0.13523518,0.1752171
8979.json,0.16971755,0.16290912,0.19385655,0.16697346,0.13721786,0.16932544
3803.json,0.16250338,0.15104835,0.20365703,0.17269947,0.13369258,0.17639922
12087.json,0.1632872,0.16213262,0.18637305,0.16445635,0.14619346,0.17755736
1712.json,0.16773194,0.16064505,0.18408401,0.17267142,0.1425117,0.1723559
1093.json,0.18062043,0.1578396,0.19259124,0.1611379,0.14958866,0.15822223
3027.json,0.1779374,0.1555014,0.20112625,0.1596554,0.13626273,0.16951682
4977.json,0.17905568,0.16345446,0.19075386,0.16302526,0.13922092,0.16448982
4689.json,0.16527304,0.15794583,0.20652594,0.16131255,0.13011926,0.17882332
9227.json,0.16971873,0.15780194,0.17602201,0.1681212,0.15786193,0.17047423
12927.json,0.1691863,0.16184056,0.19827183,0.16475813,0.13978022,0.16616306
3997.json,0.16696586,0.16484845,0.19710454,0.16665201,0.14194757,0.16248162
13000.json,0.16889901,0.15613323,0.18734552,0.16452885,0.15201333,0.17108008
11704.json,0.16810183,0.15534396,0.18612732,0.16563064,0.1533027,0.17149352
11654.json,0.16846983,0.15687557,0.19724587,0.16365774,0.14417097,0.16958009
340.json,0.17572433,0.15528154,0.19439256,0.17187779,0.13883303,0.16389078
6485.json,0.1649755,0.15804313,0.19509661,0.16300605,0.1413374,0.17754139
9231.json,0.16285029,0.15564471,0.19221978,0.16639891,0.1427682,0.18011811
10416.json,0.16689174,0.16564713,0.18551324,0.16569653,0.14109121,0.17516014
12924.json,0.16582412,0.16893792,0.17924471,0.16206746,0.14784953,0.17607632
6816.json,0.16878295,0.16330783,0.1762312,0.1644658,0.15413801,0.1730742
13172.json,0.17266415,0.15876725,0.19985045,0.16237187,0.13231538,0.17403084
13484.json,0.15657409,0.14708075,0.19786182,0.17680885,0.1513515,0.170323
10869.json,0.16682333,0.14889252,0.20564239,0.16208687,0.13930294,0.17725195
9823.json,0.17255175,0.15423678,0.19786027,0.16168387,0.14139822,0.17226909
3738.json,0.17415503,0.16461073,0.18210182,0.164118,0.1479574,0.1670571
8552.json,0.17095421,0.16456021,0.17613314,0.16379473,0.15275635,0.17180136
3044.json,0.17317873,0.15833166,0.18241815,0.16941774,0.1462815,0.17037223
6121.json,0.17253911,0.1597693,0.18435197,0.1705389,0.14596991,0.16683085
11261.json,0.16418305,0.1553626,0.2030189,0.1614122,0.13864437,0.17737885
12392.json,0.1737812,0.16013107,0.19987765,0.16525972,0.1352397,0.16571066
4522.json,0.16353735,0.15735589,0.17716263,0.17679718,0.14444444,0.18070246
8285.json,0.17454925,0.15584825,0.18475965,0.16918795,0.1458787,0.16977623
12244.json,0.170225,0.16627215,0.18283056,0.16744475,0.13964584,0.17358176
7667.json,0.17378092,0.1548037,0.20046327,0.16068968,0.13811557,0.17214696
101.json,0.1771078,0.15986377,0.17723294,0.1731252,0.1475312,0.16513906
2775.json,0.17236215,0.15902029,0.19365638,0.16468559,0.14304034,0.16723529
1909.json,0.17449291,0.15433119,0.18820985,0.17067683,0.1425134,0.1697758
13203.json,0.16185394,0.16250266,0.19558832,0.15948325,0.14354883,0.17702301
8303.json,0.17553127,0.15426712,0.1831677,0.16686805,0.15203093,0.16813494
10466.json,0.17020851,0.16352981,0.17568506,0.16797292,0.15198955,0.17061414
9229.json,0.16993293,0.15968494,0.19610086,0.15925601,0.14754786,0.16747743
8498.json,0.16962728,0.16440308,0.20092963,0.15750252,0.13823704,0.16930047
11887.json,0.17441773,0.15458179,0.19137393,0.1670391,0.14306177,0.16952568
11895.json,0.16405855,0.15020336,0.19685073,0.1674556,0.14351891,0.17791288
1385.json,0.1691818,0.15823916,0.18302119,0.17017904,0.14693514,0.1724437
6097.json,0.16811325,0.16161786,0.17476067,0.16631962,0.15566282,0.17352578
1652.json,0.16833325,0.1608572,0.1735045,0.16843347,0.16197018,0.16690136
1950.json,0.17105336,0.15580124,0.1887988,0.16688083,0.15026987,0.16719589
8685.json,0.1636394,0.15952888,0.20014961,0.1606574,0.13857722,0.17744757
9200.json,0.17067333,0.16086918,0.20152804,0.15529402,0.13842429,0.17321116
2374.json,0.16901956,0.15160024,0.20188434,0.16700631,0.13600211,0.17448734
2533.json,0.16258405,0.16385502,0.20499787,0.16451044,0.13655587,0.16749682
5416.json,0.16712755,0.15834351,0.19371453,0.16001773,0.1454977,0.17529896
2557.json,0.16992989,0.14474393,0.20952292,0.16099633,0.13663465,0.17817222
5087.json,0.18360099,0.15272266,0.18310587,0.16696519,0.15562148,0.15798378
8960.json,0.16815622,0.15102729,0.20718725,0.16387533,0.13487801,0.17487594
3362.json,0.16833398,0.16243917,0.1795938,0.1616905,0.15184323,0.1760993
9844.json,0.17240511,0.16219163,0.19595057,0.16375056,0.13192973,0.17377242
9292.json,0.16758306,0.1575355,0.17940263,0.17205818,0.14947674,0.17394388
6119.json,0.16928267,0.16325444,0.17935428,0.16282654,0.15560085,0.16968115
12371.json,0.17174292,0.1502129,0.18802476,0.17979787,0.14497024,0.16525134
7665.json,0.17000745,0.16184604,0.17633927,0.16638018,0.15435404,0.171073
8576.json,0.1641255,0.15156978,0.20117214,0.16014041,0.14204292,0.18094924
6637.json,0.16984648,0.15859276,0.18615884,0.17097242,0.14880112,0.16562837
9096.json,0.1736748,0.15774462,0.18213508,0.1682315,0.14659932,0.17161477
7698.json,0.17110074,0.15730827,0.19971073,0.16645223,0.13401377,0.17141424
10547.json,0.1746268,0.16160886,0.19609493,0.15604769,0.13120992,0.18041179
187.json,0.16959654,0.14582254,0.201003,0.16891962,0.12902889,0.1856294
2470.json,0.17055131,0.1591891,0.19871102,0.16186395,0.13666509,0.17301954
6045.json,0.17840451,0.16352113,0.18920234,0.16373175,0.13704795,0.1680923
339.json,0.16380654,0.16369975,0.19686088,0.16379498,0.14021617,0.17162174
11004.json,0.16981629,0.16250846,0.19792067,0.16537014,0.13299783,0.17138657
11337.json,0.16605103,0.15901701,0.19974495,0.17021306,0.13260688,0.17236714
4250.json,0.17447184,0.16075513,0.18967298,0.16332504,0.14134458,0.17043053
631.json,0.16409153,0.1653447,0.18354176,0.16147475,0.15344283,0.17210446
9351.json,0.16796634,0.16737081,0.1934272,0.16569756,0.13693804,0.16860014
5746.json,0.17591618,0.16318439,0.19712928,0.16360389,0.13523868,0.16492759
4136.json,0.16132344,0.14402245,0.21728869,0.1678064,0.13187006,0.17768891
1681.json,0.1713261,0.14609428,0.19256401,0.16728568,0.13913295,0.183597
5074.json,0.16625965,0.16592439,0.17587829,0.16162065,0.15742037,0.1728966
4195.json,0.16797547,0.16318277,0.1788671,0.1609058,0.15490599,0.17416291
3931.json,0.16863313,0.15778512,0.19068682,0.16911098,0.14371818,0.17006578
4883.json,0.17169826,0.16223828,0.18373361,0.16411684,0.15093365,0.16727938
6795.json,0.1763685,0.15233488,0.18029763,0.16581886,0.15437603,0.17080417
9818.json,0.16916953,0.15903045,0.1939522,0.16442844,0.1395315,0.17388786
8573.json,0.16904178,0.16444905,0.1818319,0.17239492,0.15197746,0.16030487
13184.json,0.1678241,0.15605858,0.19328281,0.1652331,0.14723831,0.17036307
11559.json,0.17377658,0.15378769,0.19672948,0.16632828,0.14353915,0.16583881
9241.json,0.16633293,0.15911426,0.1794133,0.16886833,0.1549824,0.17128888
8902.json,0.16279449,0.1667428,0.17299642,0.16570304,0.16190721,0.16985603
12511.json,0.16677153,0.16370538,0.184979,0.16997154,0.14710067,0.1674719
7285.json,0.17292762,0.15613656,0.19249466,0.17309454,0.13580358,0.16954292
1005.json,0.173739,0.14589593,0.19522512,0.16994597,0.14409994,0.17109402
609.json,0.16652097,0.16118777,0.17583853,0.16348313,0.16120586,0.17176375
9436.json,0.16695863,0.16191562,0.19239062,0.16641225,0.13682035,0.17550254
5671.json,0.16638044,0.15806653,0.20006925,0.16699444,0.13400584,0.17448355
6699.json,0.17436269,0.15916765,0.19581522,0.17303206,0.13496952,0.16265279
7334.json,0.1676189,0.16034898,0.17849107,0.16814601,0.15535717,0.17003778
9788.json,0.17102128,0.16252522,0.1698359,0.16949193,0.15602441,0.17110127
10710.json,0.17108482,0.15258084,0.18806273,0.1669526,0.15397361,0.16734533
3186.json,0.16316691,0.15976195,0.1829445,0.167054,0.15508617,0.1719864
6743.json,0.16678602,0.16396318,0.1907979,0.16033378,0.14645535,0.17166378
